session_id,scenario_type,is_attack,is_malicious_cmd,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,intent,intent_index,risk_score
normal_mission_1,normal_mission,False,False,0.25333333,0.107,0.29695848,0.055026565,0.08789979,0.0,0.15727255,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.31897578,0.5714286,0.14285715,1.0,0.5714286,0.5662524,0.42940518,0.8792004,0.81680125,1.0,0.0,0.42857143,0.5,1.0,0.75,0.29695848,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_1,normal_mission,False,False,0.25333333,0.107,0.25979,0.084374845,-0.0823015,0.0,0.14263897,0.003921569,0.003921569,1.0,0.1,0.02,0.2,0.74851,0.23469861,0.71428573,0.14285715,1.0,0.42857143,0.31045675,0.25793445,0.7595545,0.8787487,1.0,0.0,0.42857143,0.5,1.0,0.7,0.25979,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_1,normal_mission,False,False,0.25333333,0.385,0.0,-0.09095454,-0.034933932,0.0,0.04871629,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.23129527,0.14285715,0.14285715,1.0,0.42857143,-0.008868929,0.012019533,0.18463723,0.41243204,0.0,0.0,0.5714286,0.0,1.0,0.65,0.28,0.3,0.0,0.0,0.0,1.0,0.5,0.0,ABORT,3,0.2
normal_mission_1,normal_mission,False,False,0.25333333,0.467,0.0,-0.022264542,-0.045730192,0.0,0.025431085,0.003921569,0.003921569,1.0,0.1,0.02,0.4,1.0,0.15182084,0.14285715,0.2857143,1.0,0.42857143,-0.7225101,-0.35870743,-0.7340253,0.74313754,0.0,0.0,0.71428573,0.8333333,1.0,0.6,0.05,0.05,0.0,0.0,0.0,1.0,0.5,0.0,LANDING,4,0.16000000000000003
normal_mission_1,normal_mission,False,False,0.25333333,0.011,0.0,0.0657475,-0.028649334,0.0,0.035859164,0.003921569,0.003921569,1.0,0.1,0.02,0.4,1.0,0.13015936,0.14285715,0.2857143,1.0,0.5714286,-0.7800438,-0.29252622,-0.8687445,0.7181635,0.0,0.0,0.71428573,0.0,1.0,0.58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ARM_DISARM,7,0.52
normal_mission_2,normal_mission,False,False,0.25333333,0.841,0.3,-0.071815155,0.060439397,0.0,0.15717056,0.003921569,0.003921569,0.4,0.1,0.04,0.0,1.0,0.58,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857143,0.0,1.0,0.94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,UNKNOWN,8,0.32000000000000006
normal_mission_2,normal_mission,False,False,0.25333333,0.46,0.03,-0.08508987,0.09737739,0.0,0.06637515,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.56,0.33333334,0.33333334,1.0,1.0,0.061740942,-0.97943515,0.8660254,1.0,0.0,0.0,0.42857143,0.33333334,1.0,0.92,0.3,0.25,0.0,0.0,0.0,1.0,1.0,0.0,MODE_CONTROL,2,0.16000000000000003
normal_mission_2,normal_mission,False,False,0.25333333,0.107,0.27722448,-0.060256865,-0.09889558,0.0,0.15022036,0.003921569,0.003921569,0.4,0.1,0.04,0.2,1.0,0.53814965,0.25,0.25,1.0,1.0,0.44119042,-0.4612385,0.9484014,1.0,0.0,0.0,0.42857143,0.5,1.0,0.9,0.27722448,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_2,normal_mission,False,False,0.25333333,0.107,0.27068573,0.045801435,0.05425407,0.0,0.13992144,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.4068816,0.4,0.2,1.0,0.8,0.5458115,0.58092356,0.94280905,0.82328564,1.0,0.0,0.42857143,0.5,1.0,0.85,0.27068573,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_2,normal_mission,False,False,0.25333333,0.107,0.23584658,-0.076826185,0.07262068,0.0,0.12922813,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.33944094,0.5,0.16666667,1.0,0.6666667,0.5243179,0.23456353,0.9135892,0.72830683,1.0,0.0,0.42857143,0.5,1.0,0.8,0.23584658,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_2,normal_mission,False,False,0.25333333,0.107,0.2330898,-0.08728833,-0.037803534,0.0,0.12587614,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.2837864,0.5714286,0.14285715,1.0,0.5714286,0.4977469,-0.015829863,0.8792004,0.611517,1.0,0.0,0.42857143,0.5,1.0,0.75,0.2330898,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_2,normal_mission,False,False,0.25333333,0.107,0.2729606,0.027511494,0.07744255,0.0,0.14253221,0.003921569,0.003921569,1.0,0.1,0.02,0.2,0.7237298,0.20041,0.71428573,0.14285715,1.0,0.42857143,0.23818691,0.38123935,0.7595545,0.6779684,1.0,0.0,0.42857143,0.5,1.0,0.7,0.2729606,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_2,normal_mission,False,False,0.25333333,0.385,0.0,-0.07608115,0.042648956,0.0,0.043609846,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.20139687,0.14285715,0.14285715,1.0,0.42857143,-0.08739446,0.09497722,0.18463723,0.18970066,0.0,0.0,0.5714286,0.0,1.0,0.65,0.28,0.3,0.0,0.0,0.0,1.0,0.5,0.0,ABORT,3,0.2
normal_mission_2,normal_mission,False,False,0.25333333,0.467,0.0,0.05215701,0.01225544,0.0,0.026788754,0.003921569,0.003921569,1.0,0.1,0.02,0.4,1.0,0.1189887,0.14285715,0.2857143,1.0,0.42857143,-0.8109217,0.24059969,-0.7340253,0.5350748,0.0,0.0,0.71428573,0.8333333,1.0,0.6,0.05,0.05,0.0,0.0,0.0,1.0,0.5,0.0,LANDING,4,0.16000000000000003
normal_mission_2,normal_mission,False,False,0.25333333,0.011,0.0,0.054193437,-0.0012408807,0.0,0.02710382,0.003921569,0.003921569,1.0,0.1,0.02,0.4,1.0,0.11680912,0.14285715,0.2857143,1.0,0.5714286,-0.85940003,0.3366792,-0.8687445,0.6075102,0.0,0.0,0.71428573,0.0,1.0,0.58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ARM_DISARM,7,0.52
normal_mission_3,normal_mission,False,False,0.25333333,0.841,0.3,-0.09491617,-0.07842171,0.0,0.16214117,0.003921569,0.003921569,0.4,0.1,0.04,0.0,1.0,0.58,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857143,0.0,1.0,0.94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,UNKNOWN,8,0.32000000000000006
normal_mission_3,normal_mission,False,False,0.25333333,0.46,0.03,-0.09371416,0.027282082,0.0,0.0510555,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.56,0.33333334,0.33333334,1.0,1.0,0.061740942,-0.8607129,0.8660254,1.0,0.0,0.0,0.42857143,0.33333334,1.0,0.92,0.3,0.25,0.0,0.0,0.0,1.0,1.0,0.0,MODE_CONTROL,2,0.16000000000000003
normal_mission_3,normal_mission,False,False,0.25333333,0.107,0.2314356,0.0017141382,0.08151329,0.0,0.12268842,0.003921569,0.003921569,0.4,0.1,0.04,0.2,1.0,0.50762373,0.25,0.25,1.0,1.0,0.35147795,-0.01673618,0.9484014,1.0,0.0,0.0,0.42857143,0.5,1.0,0.9,0.2314356,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_3,normal_mission,False,False,0.25333333,0.107,0.2410383,0.051110227,-0.05424037,0.0,0.12614846,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.38551915,0.4,0.2,1.0,0.8,0.4682044,0.46048072,0.94280905,0.94541776,1.0,0.0,0.42857143,0.5,1.0,0.85,0.2410383,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_3,normal_mission,False,False,0.25333333,0.107,0.22897515,-0.067755744,0.085939534,0.0,0.12689175,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.3132406,0.5,0.16666667,1.0,0.6666667,0.49078047,0.15148175,0.9135892,0.7804605,1.0,0.0,0.42857143,0.5,1.0,0.8,0.22897515,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_3,normal_mission,False,False,0.25333333,0.107,0.26334038,0.074292116,0.060734414,0.0,0.14013934,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.2724889,0.5714286,0.14285715,1.0,0.5714286,0.5496995,0.45864618,0.8792004,0.7076591,1.0,0.0,0.42857143,0.5,1.0,0.75,0.26334038,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_3,normal_mission,False,False,0.25333333,0.107,0.2892559,0.007868448,0.061488032,0.0,0.14791185,0.003921569,0.003921569,1.0,0.1,0.02,0.2,0.7078795,0.18446073,0.71428573,0.14285715,1.0,0.42857143,0.36674482,0.64386135,0.7595545,0.7508517,1.0,0.0,0.42857143,0.5,1.0,0.7,0.2892559,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_3,normal_mission,False,False,0.25333333,0.385,0.0,-0.036399305,-0.077989615,0.0,0.043032806,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.19087936,0.14285715,0.14285715,1.0,0.42857143,0.03154976,0.2623389,0.18463723,0.26627815,0.0,0.0,0.5714286,0.0,1.0,0.65,0.28,0.3,0.0,0.0,0.0,1.0,0.5,0.0,ABORT,3,0.2
normal_mission_3,normal_mission,False,False,0.25333333,0.467,0.0,-0.05441297,-0.014578442,0.0,0.028166035,0.003921569,0.003921569,1.0,0.1,0.02,0.4,1.0,0.12373417,0.14285715,0.2857143,1.0,0.42857143,-0.6937102,-0.3881965,-0.7340253,0.5353375,0.0,0.0,0.71428573,0.8333333,1.0,0.6,0.05,0.05,0.0,0.0,0.0,1.0,0.5,0.0,LANDING,4,0.16000000000000003
normal_mission_3,normal_mission,False,False,0.25333333,0.011,0.0,0.063602954,0.07214612,0.0,0.048089493,0.003921569,0.003921569,1.0,0.1,0.02,0.4,1.0,0.120533265,0.14285715,0.2857143,1.0,0.5714286,-0.80790544,-0.06081349,-0.8687445,0.6026663,0.0,0.0,0.71428573,0.0,1.0,0.58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ARM_DISARM,7,0.52
normal_mission_4,normal_mission,False,False,0.25333333,0.841,0.3,-0.0165178,-0.055578437,0.0,0.15277581,0.003921569,0.003921569,0.4,0.1,0.04,0.0,1.0,0.58,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857143,0.0,1.0,0.94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,UNKNOWN,8,0.32000000000000006
normal_mission_4,normal_mission,False,False,0.25333333,0.46,0.03,-0.076026924,-0.032476965,0.0,0.04397399,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.56,0.33333334,0.33333334,1.0,1.0,0.061740942,0.26625776,0.8660254,1.0,0.0,0.0,0.42857143,0.33333334,1.0,0.92,0.3,0.25,0.0,0.0,0.0,1.0,1.0,0.0,MODE_CONTROL,2,0.16000000000000003
normal_mission_4,normal_mission,False,False,0.25333333,0.107,0.29429096,-0.035359412,0.0037581243,0.0,0.14821571,0.003921569,0.003921569,0.4,0.1,0.04,0.2,1.0,0.5495273,0.25,0.25,1.0,1.0,0.46961334,0.44937792,0.9484014,1.0,0.0,0.0,0.42857143,0.5,1.0,0.9,0.29429096,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_4,normal_mission,False,False,0.25333333,0.107,0.23636296,0.09435642,0.09248946,0.0,0.13539284,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.44110948,0.4,0.2,1.0,0.8,0.49404848,0.77497864,0.94280905,0.9090926,1.0,0.0,0.42857143,0.5,1.0,0.85,0.23636296,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_4,normal_mission,False,False,0.25333333,0.107,0.24972485,-0.039824337,-0.0430319,0.0,0.12825777,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.35823235,0.5,0.16666667,1.0,0.6666667,0.5165446,0.53063095,0.9135892,0.75399786,1.0,0.0,0.42857143,0.5,1.0,0.8,0.24972485,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_4,normal_mission,False,False,0.25333333,0.107,0.26095644,0.00053580466,-0.08970425,0.0,0.13797228,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.30227083,0.5714286,0.14285715,1.0,0.5714286,0.5369025,0.52128613,0.8792004,0.64705086,1.0,0.0,0.42857143,0.5,1.0,0.75,0.26095644,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_4,normal_mission,False,False,0.25333333,0.107,0.2908266,-0.052087624,-0.07102103,0.0,0.15193519,0.003921569,0.003921569,1.0,0.1,0.02,0.2,0.76760525,0.21556087,0.71428573,0.14285715,1.0,0.42857143,0.31781498,0.05864348,0.7595545,0.69683444,1.0,0.0,0.42857143,0.5,1.0,0.7,0.2908266,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_4,normal_mission,False,False,0.25333333,0.385,0.0,0.09713009,-0.051588945,0.0,0.05499017,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.22250307,0.14285715,0.14285715,1.0,0.42857143,-0.044742763,0.43044433,0.18463723,0.21487877,0.0,0.0,0.5714286,0.0,1.0,0.65,0.28,0.3,0.0,0.0,0.0,1.0,0.5,0.0,ABORT,3,0.2
normal_mission_4,normal_mission,False,False,0.25333333,0.467,0.0,0.03442711,0.052323923,0.0,0.031317003,0.003921569,0.003921569,1.0,0.1,0.02,0.4,1.0,0.13440607,0.14285715,0.2857143,1.0,0.42857143,-0.77033186,0.24893238,-0.7340253,0.588697,0.0,0.0,0.71428573,0.8333333,1.0,0.6,0.05,0.05,0.0,0.0,0.0,1.0,0.5,0.0,LANDING,4,0.16000000000000003
normal_mission_4,normal_mission,False,False,0.25333333,0.011,0.0,-0.05247249,0.04564327,0.0,0.03477309,0.003921569,0.003921569,1.0,0.1,0.02,0.4,1.0,0.11509674,0.14285715,0.2857143,1.0,0.5714286,-0.81179774,-0.23072243,-0.8687445,0.5754837,0.0,0.0,0.71428573,0.0,1.0,0.58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ARM_DISARM,7,0.52
normal_mission_5,normal_mission,False,False,0.25333333,0.841,0.3,0.026705943,0.007154937,0.0,0.15063566,0.003921569,0.003921569,0.4,0.1,0.04,0.0,1.0,0.58,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857143,0.0,1.0,0.94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,UNKNOWN,8,0.32000000000000006
normal_mission_5,normal_mission,False,False,0.25333333,0.46,0.03,-0.081942044,0.0670605,0.0,0.05502638,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.56,0.33333334,0.33333334,1.0,1.0,0.061740942,-0.510772,0.8660254,1.0,0.0,0.0,0.42857143,0.33333334,1.0,0.92,0.3,0.25,0.0,0.0,0.0,1.0,1.0,0.0,MODE_CONTROL,2,0.16000000000000003
normal_mission_5,normal_mission,False,False,0.25333333,0.107,0.232078,-0.0626963,-0.09184497,0.0,0.12867257,0.003921569,0.003921569,0.4,0.1,0.04,0.2,1.0,0.508052,0.25,0.25,1.0,1.0,0.35287604,-0.5875132,0.9484014,1.0,0.0,0.0,0.42857143,0.5,1.0,0.9,0.232078,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_5,normal_mission,False,False,0.25333333,0.107,0.26775643,-0.09668244,0.0024186117,0.0,0.14234364,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.39887822,0.4,0.2,1.0,0.8,0.5151556,-0.73494613,0.94280905,1.0,1.0,0.0,0.42857143,0.5,1.0,0.85,0.26775643,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_5,normal_mission,False,False,0.25333333,0.107,0.26451728,-0.06512672,0.03818755,0.0,0.13754015,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.32039824,0.5,0.16666667,1.0,0.6666667,0.570778,-0.6498949,0.9135892,0.81367916,1.0,0.0,0.42857143,0.5,1.0,0.8,0.26451728,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_5,normal_mission,False,False,0.25333333,0.107,0.293673,-0.07249581,-0.03178673,0.0,0.15207717,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.2767171,0.5714286,0.14285715,1.0,0.5714286,0.62885535,-0.6231889,0.8792004,0.7266588,1.0,0.0,0.42857143,0.5,1.0,0.75,0.293673,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_5,normal_mission,False,False,0.25333333,0.107,0.29246935,0.07546787,-0.048411675,0.0,0.15295213,0.003921569,0.003921569,1.0,0.1,0.02,0.2,0.7824009,0.18045165,0.71428573,0.14285715,1.0,0.42857143,0.43379837,0.1946942,0.7595545,0.7286649,1.0,0.0,0.42857143,0.5,1.0,0.7,0.29246935,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
normal_mission_5,normal_mission,False,False,0.25333333,0.385,0.0,0.06344444,0.011040162,0.0,0.03219892,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.18794143,0.14285715,0.14285715,1.0,0.42857143,0.034591436,0.79096437,0.18463723,0.24944717,0.0,0.0,0.5714286,0.0,1.0,0.65,0.28,0.3,0.0,0.0,0.0,1.0,0.5,0.0,ABORT,3,0.2
normal_mission_5,normal_mission,False,False,0.25333333,0.467,0.0,0.0059301155,-0.051629543,0.0,0.025984494,0.003921569,0.003921569,1.0,0.1,0.02,0.4,1.0,0.120582104,0.14285715,0.2857143,1.0,0.42857143,-0.6962645,0.73705775,-0.7340253,0.5195772,0.0,0.0,0.71428573,0.8333333,1.0,0.6,0.05,0.05,0.0,0.0,0.0,1.0,0.5,0.0,LANDING,4,0.16000000000000003
normal_mission_5,normal_mission,False,False,0.25333333,0.011,0.0,-0.08137944,0.07944315,0.0,0.056863494,0.003921569,0.003921569,1.0,0.1,0.02,0.4,1.0,0.10868929,0.14285715,0.2857143,1.0,0.5714286,-0.83708286,0.34742528,-0.8687445,0.5434465,0.0,0.0,0.71428573,0.0,1.0,0.58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ARM_DISARM,7,0.52
normal_mission_6,normal_mission,False,False,0.25333333,0.841,0.3,-0.03219404,-0.030158086,0.0,0.15161297,0.003921569,0.003921569,0.4,0.1,0.04,0.0,1.0,0.58,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857143,0.0,1.0,0.94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,UNKNOWN,8,0.32000000000000006
normal_mission_6,normal_mission,False,False,0.25333333,0.46,0.03,0.045191135,0.07942205,0.0,0.048088722,0.003921569,0.003921569,1.0,0.1,0.02,0.2,1.0,0.56,0.33333334,0.33333334,1.0,1.0,0.061740942,-0.30360633,0.8660254,1.0,0.0,0.0,0.42857143,0.33333334,1.0,0.92,0.3,0.25,0.0,0.0,0.0,1.0,1.0,0.0,MODE_CONTROL,2,0.16000000000000003
normal_mission_6,normal_mission,False,False,0.25333333,0.107,0.28870866,0.05597511,0.02840633,0.0,0.14772679,0.003921569,0.003921569,0.4,0.1,0.04,0.2,1.0,0.54580575,0.25,0.25,1.0,1.0,0.4606029,0.013454588,0.9484014,1.0,0.0,0.0,0.42857143,0.5,1.0,0.9,0.28870866,0.4,0.0,0.0,0.0,1.0,0.5,0.0,NAVIGATION,0,0.08000000000000002
